#Frame            fit       ligand
     246       1.8295       1.3736
     247       2.0379       1.0917
     248       2.0455       1.3804
     249       1.9713       1.6097
     250       1.8378       1.3882
     251       1.9268       1.2233
     252       1.9485       1.1861
     253       1.9124       1.3127
     254       1.8750       1.3000
     255       1.9601       1.2959
     256       1.9978       1.3440
     257       1.9809       1.4833
     258       1.8913       1.5177
     259       2.0823       1.6724
     260       1.9799       1.5719
     261       2.1272       1.5575
     262       2.0458       1.5799
     263       1.9201       1.3599
     264       1.8048       1.1226
     265       1.8882       1.1067
     266       1.9586       1.3137
     267       2.1802       1.5819
     268       1.9934       1.3537
     269       2.0000       1.2415
     270       1.8872       1.1579
     271       1.9182       1.1101
     272       1.8766       1.9034
     273       2.0509       2.1541
     274       1.9400       1.9614
     275       2.1114       2.1850
     276       2.0345       1.8807
     277       1.9644       2.0927
     278       2.1387       2.1774
     279       2.0457       1.8079
     280       1.9517       2.0895
     281       1.9767       1.4269
     282       2.1511       1.7066
     283       2.3571       2.0239
     284       2.1216       1.8991
     285       2.2690       1.7958
     286       2.0971       1.3158
     287       2.0238       1.5179
     288       2.0998       1.6416
     289       2.1116       1.4474
     290       2.2439       1.3550
     291       2.3584       1.9767
     292       2.0080       1.1825
     293       2.3959       1.5224
     294       2.2543       1.7077
     295       1.9698       1.4377
     296       2.4597       1.6689
     297       2.2985       1.6746
     298       2.0775       1.5102
     299       2.0837       1.7719
     300       1.9983       1.9404
     301       2.1997       1.6647
     302       2.2288       1.4447
     303       2.4145       1.5858
     304       2.2275       1.3202
     305       2.1568       1.2991
     306       2.0612       1.7075
     307       2.0818       1.4684
     308       2.0784       1.5635
     309       1.9343       1.3918
     310       2.1223       1.4182
     311       2.0486       1.6353
     312       2.0829       1.7329
     313       2.0996       1.2431
     314       1.9098       1.2328
     315       1.8988       1.5169
     316       1.9068       1.3236
     317       1.8962       1.2460
     318       1.9251       0.9972
     319       1.8398       0.9901
     320       1.9612       1.2877
     321       1.8159       1.3114
     322       1.8131       1.3571
     323       2.0313       1.4666
     324       1.9305       1.3686
     325       2.3588       1.4120
     326       2.1102       1.2976
     327       2.1613       1.4511
     328       2.1208       1.1861
     329       2.1167       1.4748
     330       2.1685       1.4050
     331       1.8405       1.4135
     332       2.1309       1.1838
     333       1.9883       1.2075
     334       2.0289       1.5277
     335       2.3504       1.4450
     336       2.2985       1.5775
     337       2.1783       1.3647
     338       2.1920       1.2571
     339       2.2433       1.2511
     340       2.2216       1.1611
     341       2.2227       1.2956
     342       2.2761       1.2055
     343       2.1468       1.0798
     344       2.0980       1.3263
     345       2.0344       1.2866
     346       2.0998       1.1478
     347       1.9329       1.0166
     348       2.2923       1.1664
     349       2.1660       1.2197
     350       2.1344       1.2565
     351       2.0279       1.1434
     352       2.3155       1.5045
     353       2.1851       1.4491
     354       2.0516       1.1095
     355       2.2428       1.5416
     356       2.2158       1.7129
     357       2.3043       1.2462
     358       2.2110       1.5335
     359       2.0534       1.4411
     360       1.9740       0.9497
     361       2.3739       1.5072
     362       2.0390       1.2080
     363       2.1033       1.0683
     364       1.9011       1.6195
     365       2.0964       1.4337
     366       2.3351       1.2773
     367       2.0784       1.1968
     368       2.4267       1.4090
     369       2.2026       1.2989
     370       2.2910       1.3187
     371       2.1739       1.4838
     372       2.1025       1.2042
     373       2.1811       1.0519
     374       2.1911       1.3231
     375       2.1495       1.2600
     376       2.2017       1.5339
     377       2.0567       1.3471
     378       2.1393       2.2550
     379       2.0044       1.3227
     380       2.1121       1.0209
     381       2.1124       1.4136
     382       2.1249       1.2936
     383       2.2053       1.3575
     384       2.1449       1.0543
     385       1.9667       1.2831
     386       1.9594       1.5492
     387       2.0232       1.2796
     388       2.0399       1.2045
     389       2.0114       1.3672
     390       1.9772       1.1318
     391       2.1963       1.0171
     392       2.1068       1.1554
     393       2.3528       1.2160
     394       2.1203       1.0768
     395       2.0655       1.1878
     396       2.1252       1.0342
     397       2.1244       1.3366
     398       2.3254       1.1786
     399       1.9573       1.3713
     400       2.0891       1.5744
     401       1.9629       1.4286
     402       1.9751       1.5341
     403       2.0183       1.5239
     404       2.0890       1.4881
     405       2.0966       1.7490
     406       1.9303       1.7638
     407       2.0086       1.6693
     408       1.9617       1.6007
     409       2.1286       1.5240
     410       2.1414       1.4966
     411       2.1174       1.5434
     412       2.0575       1.2693
     413       2.2200       1.6343
     414       2.1126       1.2202
     415       1.9843       1.2715
     416       2.1376       1.5289
     417       2.0847       1.4147
     418       1.9992       1.0610
     419       2.1528       1.0888
     420       2.2238       1.0878
     421       1.9616       1.1115
     422       2.0737       1.1462
     423       2.1109       1.0982
     424       2.1569       0.9859
     425       2.2052       1.1573
     426       1.9800       1.1830
     427       2.0827       1.4299
     428       1.9354       1.7863
     429       1.9757       1.3875
     430       2.0819       1.4008
     431       1.9938       1.0758
     432       2.1818       1.0099
     433       2.1264       1.3550
     434       2.2049       1.2341
     435       1.9793       1.0466
     436       2.0400       1.3581
     437       1.8864       0.9625
     438       1.8850       1.3173
     439       2.0983       1.8773
     440       2.0865       1.8884
     441       2.0359       1.4734
     442       2.0202       2.0414
     443       1.9420       1.9326
     444       2.1574       1.9618
     445       2.1140       1.7787
     446       1.9869       1.6856
     447       1.9756       1.8607
     448       1.8888       1.2628
     449       1.9537       1.3979
     450       2.0562       1.6979
     451       1.9437       1.4880
     452       1.9715       1.3147
     453       2.0599       1.0677
     454       2.0567       1.3616
     455       1.9762       1.1197
     456       2.0466       1.4367
