#Frame          phi:2        psi:2
    5486     -55.4006     166.1693
    5487     -51.7014     149.0584
    5488     -62.5771     145.7589
    5489    -117.2769     171.9009
    5490     -67.0647     -32.2282
    5491    -151.2146     144.1328
    5492     -72.4439     -26.8782
    5493    -161.4146      35.5911
    5494     -67.5212     132.0490
    5495    -128.7183     126.8057
    5496     -61.1617     141.6200
    5497     -61.2410     -51.2152
    5498     -74.8239     132.6590
    5499     -59.6531     131.3692
    5500     -65.0433     153.9420
    5501     -72.9772     -28.7838
    5502     -61.1074     147.2482
    5503     -72.7519     -27.1516
    5504    -114.9475     127.4274
    5505     -66.5533     122.1655
    5506     -87.0052      99.7954
    5507     -69.7343     153.2625
    5508     -42.7162     125.9624
    5509     -72.0124      -6.6813
    5510     -88.7291     168.5996
    5511    -158.8387     170.7333
    5512    -154.1171     156.7353
    5513     -63.5300     113.0652
    5514     -53.8078     144.2753
    5515     -81.5535       0.1807
    5516     -74.2222     -27.7891
    5517     -74.6945     174.9822
    5518     -60.0456     -31.4794
    5519    -120.2537      12.2182
    5520    -119.0642     103.9179
    5521     178.4706     149.6182
    5522     -65.0040     140.9804
    5523     -79.8557       0.7773
    5524     -92.7949       7.3243
    5525     -62.0962     138.9476
    5526    -145.9386     135.2325
    5527     -74.6700     135.0742
    5528     -91.7372     -17.5902
    5529     -98.0217     106.7872
    5530     -85.0307      63.0012
    5531     -51.9668     150.3102
    5532    -152.1331     156.7251
    5533    -108.4550     -17.2588
    5534     -83.4343     132.7493
    5535     -88.0960     106.3114
    5536     -58.5227     -25.9867
    5537     -57.5429     141.3895
    5538     -51.1754     -41.0314
    5539     -81.6918     -15.8869
    5540    -148.3663     137.8488
    5541     -79.2145     142.9067
    5542     -49.0590     144.8466
    5543     -52.5963     138.3171
    5544     -61.1957     -30.4589
    5545    -155.2686     -44.1616
    5546     -87.7125     -27.3273
    5547     -60.2464     138.5380
    5548     -61.1577     174.7208
    5549     -53.4458     136.2776
    5550     -77.6649     -25.0686
    5551     -69.1066     -30.0360
    5552     -52.6193     149.9331
    5553     -49.0836     145.5389
    5554    -115.2952     157.1428
    5555     -52.0526     146.5586
    5556     -75.5199     143.7557
    5557     -63.2123     -51.5118
    5558     -74.8428     -21.0021
    5559    -111.3307      54.7513
    5560     -85.1876      11.8671
    5561     -57.4205     -30.1425
    5562     -58.2576     125.5969
    5563     -75.8288     140.1783
    5564     -52.5539     154.6692
    5565     -66.5694     171.3423
    5566    -163.5654     138.7560
    5567    -128.2952     131.1996
    5568    -154.1497      66.7810
    5569     -86.8675       0.4027
    5570     -85.3518     -12.4815
    5571    -107.1922      -6.9077
    5572     -89.7815     -12.7188
    5573     -67.2870     169.7059
    5574     -79.7072     148.0800
    5575     -70.2295     -19.9068
    5576     -99.6365     136.3313
    5577     -92.0067     151.1263
    5578     -95.6174     114.1031
    5579    -161.0976     169.0331
    5580     -75.3420      -5.9237
    5581     -64.8084     102.6354
    5582     -50.0746     144.1731
    5583     -53.7558     142.2428
    5584     -75.5728     157.1226
    5585     -53.5692     147.7258
    5586     -74.3353     145.4233
    5587     -60.5172     -16.0733
    5588     -43.6403     134.0320
    5589     -63.7820     133.2610
    5590     -66.3630     149.8671
    5591     177.9324     155.0832
    5592     -58.7433      -7.7122
    5593     -74.6761     131.7284
    5594    -106.5438     114.6764
    5595     -47.9054     150.9421
    5596    -137.6204     175.6479
    5597    -104.4366      -5.6763
    5598    -165.3145     166.5418
    5599     -52.8176     151.1399
    5600     -52.6872     148.6419
    5601     -98.0196       2.4340
    5602     -83.2117     -24.4941
    5603     -72.8120     135.3840
    5604     -64.0502     -59.7705
    5605    -149.4717       6.9526
    5606     -51.1925     -29.9705
    5607     -56.4289     153.0827
    5608    -177.0638     138.9985
    5609     -57.8695     137.7799
    5610     -44.4895     -44.0751
    5611    -177.4495     135.4122
    5612     -63.6327     -13.8027
    5613    -141.6092      98.4531
    5614     -73.3976     -16.9787
    5615     -54.0571     138.8143
    5616     -56.8222     -43.6430
    5617    -114.4978     174.6189
    5618     -51.5144     -51.7827
    5619     -58.6288     142.0860
    5620     -55.2440     116.6831
    5621     -69.4815     138.9953
    5622     -64.1692      -3.6700
    5623    -165.4010     132.0276
    5624     -71.8096     159.3583
    5625    -133.6698      14.2259
    5626    -160.8208     142.0784
    5627     -65.1194     126.2366
    5628    -141.8414     159.5395
    5629    -149.3531     139.4801
    5630     -74.1873     153.2098
    5631     -76.2664      93.6944
    5632     -49.8532     143.9178
    5633     -57.3594     -25.7150
    5634     -79.1287     154.3681
    5635     -36.3587     127.5270
    5636     -76.7385     129.3495
    5637     -66.8708     128.6796
    5638     -78.0324     144.6733
    5639    -109.8649     -60.1426
    5640     -54.5322     125.8391
    5641     -68.5508     160.0383
    5642    -142.9133     142.4519
    5643     -93.9333      68.2506
    5644     -75.1612     127.8685
    5645     -76.9827     -23.7132
    5646     -55.2628     119.5322
    5647     -59.8608     133.3545
    5648     -71.0495      -8.3726
    5649     -67.3824     -25.5605
    5650    -152.8577     135.5023
    5651    -142.9486     116.3689
    5652     -93.0899      77.4178
    5653     -81.7369     -12.7710
    5654     -74.4592     107.9635
    5655     -65.0233     143.8317
    5656     -68.8081     150.9130
    5657     -69.1395     -48.3805
    5658     -70.2551     131.9587
    5659     -67.6731     -33.3483
    5660     -70.1932     130.8925
    5661     -75.9909     -29.2719
    5662     -64.8655     177.8132
    5663     -64.8664     151.7262
    5664     -55.2705     151.0594
    5665     -55.9393     147.8638
    5666    -153.8065     124.1861
    5667    -179.5589     132.8916
    5668     -70.4094      -9.5994
    5669    -139.6768     135.2649
    5670     -52.2535     146.4969
    5671     -68.7961     -43.2968
    5672     -61.4320     122.0106
    5673     -81.3735      67.2431
    5674     -68.4434     117.2373
    5675     -48.5171     154.2577
    5676     -73.0893     -35.8290
    5677     -99.1589      50.7688
    5678    -157.2481     178.7016
    5679     -79.3838     -14.8000
    5680     -79.8734     -23.3228
    5681     -42.4464     143.2985
    5682    -143.8155     -11.4579
    5683    -104.1502    -164.2833
    5684    -167.3659    -161.0332
    5685     -70.4405     148.5557
    5686     -74.7148     -19.2086
    5687     -63.8626     154.0860
    5688    -172.0009     149.4726
    5689     -80.0205      55.7659
    5690     -75.7297     133.8878
    5691    -124.7594      33.7557
    5692     -53.0405     141.9159
    5693     -67.0901     152.6826
    5694    -158.4163     158.4449
    5695     -51.0653     138.0949
    5696     -60.8073     132.6888
    5697    -152.8985     149.9111
    5698     -74.2148     111.4103
    5699    -146.9550     177.5237
    5700     -98.2223       1.3413
    5701     -74.1444     136.9743
    5702     -77.7637     -18.8509
    5703     -67.1941     -32.6077
    5704     -60.3603     112.1057
    5705     -60.6209     130.4051
    5706     -72.4705     -18.4201
    5707     -59.3988     152.6187
    5708    -168.4807     109.8955
    5709     -53.3582     136.7567
    5710    -111.9191      12.8946
    5711    -136.0040     164.2808
    5712     -57.8537     -43.6954
    5713     -75.5360     -52.9922
    5714     -78.2791      -3.7132
    5715     -83.5217     130.3585
    5716     -68.2753     148.1056
    5717    -127.8240     103.2295
    5718     -57.3342     135.1569
    5719     -81.7033     141.6365
    5720    -163.6344     156.3808
    5721     -79.4642     -61.5016
    5722     -48.4588     143.1696
    5723     -81.4437      -4.6586
    5724     -52.3546     -22.9839
    5725     -61.0294     148.2297
    5726     -65.5219     139.5269
    5727     -64.8654     140.3067
    5728     -56.5948     149.2391
    5729     -86.3004      15.2869
    5730    -120.3678     -19.3737
    5731     -80.2026     -15.9308
    5732     -46.7088     145.9492
    5733    -100.9686      24.5647
    5734     -51.0323     145.8759
    5735     -49.7030     138.5113
    5736     -75.2271     133.5298
    5737    -142.7160      52.6490
    5738     -96.2806     107.2124
    5739     -48.7368     153.2062
    5740     -69.1403     -26.1117
    5741    -163.1289     118.9269
    5742     -58.7428     146.7317
    5743     -48.3196     136.8160
    5744     -63.3313     -33.2593
    5745     -73.3884     -18.6366
    5746     -63.6425     141.7641
    5747     -41.6259     157.6360
    5748     -59.0046     132.2173
    5749    -107.0924     -49.0566
    5750    -123.1106      27.2921
    5751     -60.9125     -48.2201
    5752     -46.0684     131.1949
    5753    -104.1498     154.4789
    5754     -76.8051     -34.6486
    5755     -81.6245     167.8403
    5756     -66.9330     132.7452
    5757    -178.4830     160.1845
    5758    -105.8832       1.3257
    5759     -69.7390     120.1707
    5760     -67.2917     163.1109
    5761     -72.2807     111.5502
    5762     -82.0905     -29.1613
    5763     -77.7760      20.8534
    5764     -76.3301     -11.6214
    5765     -75.9273     157.3634
    5766    -158.4180     115.3283
    5767     -64.4071     141.5969
    5768     -59.3498     125.7919
    5769     -73.3050     -23.5671
    5770    -110.6334     153.4606
    5771    -114.9502    -131.3584
    5772     -56.5942     139.9342
    5773     -56.5012     128.6206
    5774     -81.7428     -31.1366
    5775    -170.9235    -170.2030
    5776     -94.5949      60.9228
    5777     -89.1476      -4.4068
    5778     -60.1527     -43.7798
    5779     -72.7273     127.5147
    5780     -66.7356     157.6599
    5781     -89.8951    -156.7822
    5782     -60.1114     161.4569
    5783     -73.2492     135.4978
    5784     -50.9977     142.6420
    5785     -63.0134     -52.7661
    5786     -63.7245     145.5093
    5787    -106.1052     150.3281
    5788     -56.7897     144.1308
    5789     -67.7600     121.7381
    5790     -69.8441     -15.3833
    5791     -91.2158     116.8796
    5792    -128.2267      79.4518
    5793     -92.6909     113.4076
    5794     -83.7000      73.4743
    5795     -72.0944     -23.4386
    5796     -67.9490     -38.4926
    5797     -57.0018     145.5587
    5798     -75.6366     -19.4239
    5799     -60.2732     147.3339
    5800     -70.4505     -36.4367
    5801     -53.8930     135.6416
    5802    -144.7419      51.2021
    5803     -91.8426     -39.8423
    5804     -64.1651     116.8083
    5805     -64.6019     157.3294
    5806     -77.6099     -17.7247
    5807     -67.0786     -30.3078
    5808     -70.6535     145.9923
    5809     -59.7566     160.6826
    5810     -80.3617      -7.0836
    5811     -67.8309      -6.3815
    5812     -80.0878     -18.8936
    5813     -69.1085     -17.7616
    5814     -90.8611      85.7801
    5815     -69.9357     141.0155
    5816    -150.1681     130.8545
    5817     -74.6744     -20.6431
    5818     -86.2479      -7.6619
    5819    -126.7182     100.3420
    5820    -138.4264     163.7294
    5821    -158.9395     150.0552
    5822     -60.6806     128.6338
    5823     -77.7835     129.1086
    5824     -91.3078    -147.7766
    5825    -173.9503     146.4427
    5826     -97.1808     134.9472
    5827    -102.8047       9.7373
    5828    -146.2080     164.4641
    5829     -48.9803     125.9519
    5830     -65.2990     136.8136
    5831    -118.1367     151.2945
    5832     -66.1551     149.8583
    5833     -64.9449     -41.9632
    5834     -63.5581     -25.7911
    5835     -81.7093     -28.4777
    5836     -75.2689     -61.6478
    5837     -65.7270     147.8091
    5838     -99.4162       6.5795
    5839     -74.2812     121.2738
    5840      60.7683      31.1225
    5841      63.4802    -146.1577
    5842      60.3890      48.2246
    5843      57.2133      45.5946
    5844      21.1415      54.8346
    5845     -70.1018     151.8489
    5846     -61.7765     -45.7729
    5847     -91.9786     112.6344
    5848    -155.4147     101.4507
    5849     -80.9600     134.8553
    5850     -53.8206     -25.3728
    5851     -53.1724     151.9998
    5852     -65.6688     146.4652
    5853     -61.6084     136.4059
    5854     -67.3455     134.7728
    5855    -166.5844     179.3569
    5856     -57.5242     135.0555
    5857     -64.7934     -42.3807
    5858    -154.8864     114.0210
    5859     -59.4162     -30.9034
    5860     -57.1589     156.2881
    5861     -69.6216     -31.6325
    5862     -67.5469     144.9916
    5863     -63.1233     -25.0925
    5864    -124.4351       8.0378
    5865     -54.2855     115.7425
    5866     -78.7171     -47.9904
    5867     -67.5670     -24.5004
    5868     -76.7435     -37.5753
    5869    -165.3579      81.6172
    5870     -62.6591     145.6894
    5871     -87.2710      64.0804
    5872    -161.2132     152.6715
    5873    -172.2647     130.5860
    5874     -49.1383     140.1805
    5875     -77.1275     -28.9364
    5876     -69.1047     149.0900
    5877     -71.7585     115.3192
    5878     -64.3295     139.8499
    5879    -168.2311     173.5296
    5880     -58.9119     171.9281
    5881     -54.8008     146.3499
    5882     -53.2713     160.2129
    5883    -148.2785     150.8946
    5884     -53.0632     124.8922
    5885     -60.3695     135.4185
    5886     -64.9959     129.9026
    5887     -50.1915     146.0912
    5888     -62.3805     140.1318
    5889     -78.8288       1.8669
    5890     -69.5745     -22.5502
    5891     -74.1274     134.0477
    5892     -58.0748     -45.0419
    5893     -57.2817     169.5451
    5894     -56.4705     137.8369
    5895     -90.0345     -10.6677
    5896    -163.6524     149.6898
    5897     -74.1352     145.9653
    5898     -56.5506     142.5154
    5899     -84.4454     -44.1044
    5900     -55.7556    -176.1978
    5901    -158.2967     164.8938
    5902     -52.8749     159.4811
    5903    -138.4894     128.8410
    5904    -155.6349     122.9886
    5905     -52.1476     141.5377
    5906     -82.5971     129.3947
    5907     -65.9419     142.9950
    5908     -61.7038     143.4274
    5909    -120.3467      16.6697
    5910     -61.4046     -46.7345
    5911     -71.2236     137.1615
    5912     -63.3390     163.2683
    5913     -58.9355     137.0303
    5914     -46.4342     125.1513
    5915     -64.3398     105.0030
    5916    -179.1690     164.2804
    5917     -89.7435      68.1701
    5918     -58.8999     139.2215
    5919    -115.6743       9.2697
    5920    -116.8431     138.2207
    5921     -61.3006     130.6955
    5922     -53.6830     155.8218
    5923     -65.2840     140.7064
    5924     -53.2576     141.5462
    5925     -69.4504     111.1275
    5926     -50.2796     138.4611
    5927     -78.5100     113.8205
    5928    -169.5236     124.0937
    5929     -73.6041     158.6608
    5930     -54.0197     -25.9069
    5931    -144.8670     135.8349
    5932     -98.0829      48.8150
    5933     -45.2805     136.0694
    5934    -160.1711     145.6482
    5935     -51.7648     128.4935
    5936     -67.2497     147.9450
    5937     -63.3519     -44.4193
    5938     -58.7686     -20.3738
    5939     -54.3058     141.9859
    5940    -119.8420      17.9445
    5941    -165.7608    -179.3989
    5942    -105.3189      39.1232
    5943     -68.9119     -16.5025
    5944    -156.3713     164.9971
    5945    -158.0230      11.9544
    5946     -91.5119     -11.1831
    5947     -59.5285     124.2249
    5948    -156.6456    -159.3160
    5949     -46.6495     -44.3921
    5950     -76.6595       2.7798
    5951     -91.7397     152.2480
    5952     -79.8230     115.0786
    5953     -54.6254     141.4407
    5954     -65.8126     -37.0721
    5955     -73.7609     113.8475
    5956     -54.5506     135.2376
    5957     -82.0625     -37.0527
    5958    -112.9515      87.9155
    5959    -166.9007     154.1246
    5960     -55.4012     156.9300
    5961     -60.1542     138.7687
    5962     -71.8300     143.3014
    5963     -57.8052     144.6451
    5964     -67.4385     168.1361
    5965     -60.4066      38.5333
    5966    -127.9344     135.1297
    5967     -63.2348     142.7917
    5968    -140.9233     149.7040
    5969     -63.6983     137.4577
    5970     -58.1792     150.4911
    5971     -66.7515     159.8557
    5972     -71.3914     -23.8215
    5973     -56.8830    -176.7813
    5974    -177.5437     153.8038
    5975     -69.1973     150.4404
    5976     -80.7394      -2.5635
    5977     -41.8930     143.4136
    5978     167.3173     156.4125
    5979     -65.0197     -37.3043
    5980     -50.3763     152.3320
    5981     -68.0960     151.9923
    5982     -57.2407     143.2154
    5983    -160.6214    -141.2596
    5984     -72.4292    -167.0290
    5985     -69.0659     -49.2732
    5986    -111.5482     -22.6641
    5987    -130.7304     -22.5427
    5988     -56.8730     174.0564
    5989     -47.3752     124.0290
    5990     -73.4395     129.5624
    5991    -158.8517     134.8533
    5992     -66.0309     122.2136
    5993     -72.2599     169.5273
    5994    -176.4606     154.1669
    5995     -86.7827     153.9023
    5996     -99.9916      53.9928
    5997     -73.3902     -22.4521
    5998     -66.4771     140.6902
    5999     -70.1934     125.2488
    6000     -77.8543     127.2804
    6001    -117.1199      17.3717
    6002     -99.4037     -42.2735
    6003     -60.1952     160.8994
    6004    -117.8891      97.4183
    6005    -142.8558     146.8206
    6006     -68.3345     131.0353
    6007     -48.2477     140.9479
    6008     -43.2084     128.8405
    6009     -95.3715     130.2137
    6010    -158.8091     161.0122
    6011     -52.4414     119.7744
    6012     -57.6189     155.7833
    6013     -70.8751     -32.4967
    6014     -67.6728     150.2753
    6015     -56.8741     -19.7195
    6016    -108.8286       1.3897
    6017     -87.8841     154.4273
    6018     -60.4573     145.2899
    6019     -52.8743     133.0959
    6020     -66.8936     119.4523
    6021     -58.9254     159.2351
    6022     -59.0999     -22.0875
    6023    -133.9820     143.8634
    6024    -134.7222       5.6231
    6025     -89.1556     117.8943
    6026     -65.0313     153.4067
    6027     -63.1910     -34.9766
    6028     -75.3503     -19.4222
    6029    -123.9723     129.8471
    6030     -79.2730      -5.4945
    6031    -101.5071     177.1245
    6032    -148.7593     144.2124
    6033    -127.1476     -20.0831
    6034    -125.7377     -20.0872
    6035     -74.6690     -26.5199
    6036    -135.8446       8.3283
    6037     -84.5291     162.7115
    6038     -54.9741     -45.4862
    6039     -64.7170     146.0466
    6040     -68.8331     -10.6882
    6041     -66.0670     113.9115
    6042     -60.5179     145.4277
    6043     -54.4576     -40.8681
    6044     -60.4128     -18.4648
    6045    -163.5009      69.3918
    6046     -60.4268     130.3770
    6047     -74.4409     152.4460
    6048    -126.3212      77.2340
    6049     -59.5947     136.5264
    6050     -72.2021     -20.2042
    6051     -54.6160     152.5003
    6052     -73.9924     -24.9749
    6053     -54.2020     138.0031
    6054     -58.0734     109.4252
    6055    -116.1686      20.4517
    6056     -52.7646     143.0972
    6057    -143.1334     176.0916
    6058    -114.2454      88.4421
    6059    -169.7491     163.3942
    6060     -72.4688     132.0678
    6061    -101.7636      65.2737
    6062     -68.2186     152.2001
    6063     -67.0997     144.0370
    6064    -103.0780     104.6898
    6065     -91.8457      72.6366
    6066    -128.6532     -19.0251
    6067     -84.8046     -12.8660
    6068     -81.2391       7.3011
    6069     -38.4289     141.2805
    6070     -54.8970     152.8805
    6071     -61.6641     138.8520
    6072    -171.9418     137.0507
    6073     -65.5263     134.4425
    6074     -89.2488     117.6104
    6075     -61.3909     132.8479
    6076    -158.3068     169.0879
    6077     -59.1913     167.0592
    6078     -58.9652     143.6353
    6079    -151.6517     150.8823
    6080     -53.4703     141.4627
    6081     -66.4294     105.3228
    6082     -44.7192     159.1065
    6083     -71.9454     125.4889
    6084    -105.6635     109.3783
    6085     -48.0071     146.1558
    6086     -47.0081     -25.0437
    6087     -59.6632     142.1981
    6088    -147.8558    -179.9754
    6089     -74.8409      -8.1141
    6090     -98.5927      72.9838
    6091     -59.3089     142.2959
    6092    -121.6799     107.8347
    6093     -65.1656     135.9491
    6094     -67.0864     -34.2068
    6095     -85.8326     115.8702
    6096     -96.2862      -8.7521
    6097    -174.5225    -156.1505
    6098     -66.7877     161.0297
    6099     -83.9241     144.5417
    6100     -63.6267     132.2920
    6101     -94.9532       8.0018
    6102     -45.6768     133.0176
    6103    -155.3762     137.6791
    6104     -88.6218       2.4868
    6105    -152.8939     130.0357
    6106     -56.7226     142.5120
    6107     -55.9086     137.1358
    6108     -71.9041     -19.3933
    6109     -81.1837     120.8344
    6110     -78.6156     156.6684
    6111     -39.6159     140.0321
    6112     -36.0300     146.7053
    6113     -60.9674     127.2030
    6114     -73.5686     158.7081
    6115     -71.3665     127.1753
    6116    -172.5771     157.7283
    6117     -59.6040     125.4768
    6118    -140.0423     134.3463
    6119     -70.6468     158.1257
    6120     -64.2383      92.5405
    6121     -53.7621     132.9980
    6122     -78.9046     -41.0317
    6123     -73.9610     130.0733
    6124     -79.7730     161.7780
    6125     -42.3101     132.0097
    6126     -68.1722     141.3718
    6127    -110.5060      60.7281
    6128     -53.0345     140.4684
    6129     -62.1272     -49.6996
    6130    -106.4216     127.9852
    6131     -99.9633      -1.1340
    6132    -100.4268     143.0651
    6133     -54.7742     146.9679
    6134     -85.1897      54.5662
    6135     -63.6387     -33.0690
    6136     -42.6031     151.8292
    6137    -157.0789     140.0706
    6138     -64.6661     167.4168
    6139     -72.3667     134.7903
    6140    -133.1013     145.3850
    6141     -60.8015     147.4609
    6142     -86.8892      88.7878
    6143     -90.5444      -8.4852
    6144     -60.0195     142.9106
    6145     -76.9657      -8.2787
    6146    -166.9671     154.3130
    6147     -73.2462     -26.9342
    6148     -64.0744     -35.4601
    6149     -68.2883     109.6933
    6150    -123.6710     134.4341
    6151     -44.3408     134.0002
    6152     -62.0833     -37.0084
    6153     -53.9827     -15.1106
    6154     -67.2617     163.4786
    6155     -81.3582      50.4852
    6156     -59.5769     -30.1667
    6157     -78.2586     112.4116
    6158    -179.2116     154.7016
    6159    -151.5802     167.8484
    6160     -50.5437     -54.3345
    6161     -65.5678      -7.9273
    6162     -65.6303     149.1730
    6163     -65.2933     143.2551
    6164     -79.2772     145.8657
    6165     -76.8055     -17.7163
    6166     -56.7630     130.0079
    6167     -56.2754     -53.3193
    6168     -82.5756     -29.1488
    6169    -108.4933     148.1953
    6170    -163.7155     124.7150
    6171    -109.7993       0.7536
    6172     -67.6975     141.8370
    6173     -54.7049     142.0376
    6174     -39.6152     132.6981
    6175     -67.4361     -35.1199
    6176     -71.0822     -17.6702
    6177    -143.3215     108.7692
    6178     -56.3235     151.3887
    6179     -76.7692     -29.6668
    6180     -58.2822     120.2115
    6181     -84.4860     135.1697
    6182     -57.4303     134.0236
    6183     -75.8837     -17.4115
    6184    -121.4302      68.7217
    6185    -156.5850     157.6369
    6186    -115.8383     -10.2966
    6187    -126.0003     139.2321
    6188    -126.7722     150.4052
    6189     -69.1680      -9.5643
    6190     -65.9356     164.6670
    6191     -80.7804     162.1189
    6192    -156.3641     168.5958
    6193     -63.5429     165.9155
    6194     -87.3783     -27.8008
    6195    -121.2895     142.7110
    6196      69.7157      36.2073
    6197      61.7317      35.1487
    6198      49.9304      58.8963
    6199      56.2072    -126.2588
    6200      48.5938      47.2155
    6201      38.3018      53.3144
    6202      50.1604      33.5162
    6203      69.8587    -124.3851
    6204      74.3262    -148.7747
    6205      64.1695    -151.9162
    6206      71.6962     163.7708
    6207      60.0783      25.5660
    6208      44.7431      39.8334
    6209      67.7107      41.9799
    6210     -61.1827     152.2167
    6211    -160.4389     139.4993
    6212     -57.9995     129.8031
    6213     -72.1585     -12.2921
    6214     -63.6371     -22.1610
    6215     -74.7133     161.6617
    6216     -62.1922     -47.1656
    6217     -71.3138     149.5824
    6218     -41.7035     126.6551
    6219    -152.4326     159.9378
    6220     -94.2839      68.4880
    6221     -74.6195     162.3898
    6222    -172.3623     170.5676
    6223     -62.6261     -11.5187
    6224     -55.6749     150.8720
    6225     -58.2701     142.3752
    6226     177.9423     158.8138
    6227     -59.9943     160.6467
    6228    -145.5371      60.4643
    6229    -100.9506      16.7109
    6230     -70.9082     130.2730
    6231     -67.6675     140.9598
    6232     -61.5929     128.4001
    6233     -62.3112     137.8487
    6234     -96.5478     155.9369
    6235    -111.4847      69.8657
    6236     -57.3463     146.8660
    6237     -74.4888     -23.3337
    6238     -88.3085      75.0756
    6239     -53.0289     133.6222
    6240     -60.2317     130.9785
    6241     -60.2034     -23.5797
    6242     -59.1175     144.6221
    6243     -51.2194     143.8829
    6244     -81.5760     136.1350
    6245     -89.7123     -14.6845
    6246     -88.9977      22.7261
    6247     -58.6716     -40.0400
    6248     -85.6753       8.5043
    6249     -92.5148     145.2276
    6250     -48.4693     137.2257
    6251     -86.3529     132.0733
    6252     -68.7042     139.1465
    6253    -144.7404     138.0624
    6254    -117.4457     133.7693
    6255     -61.0559     132.4536
    6256     -61.4811     144.4946
    6257     -98.2100     103.7622
    6258    -151.6489     164.0639
    6259     -56.7188     143.7284
    6260     -72.1440     -33.6714
    6261     -61.2029     139.7571
    6262     -73.3895     162.1289
    6263     -72.4897     131.5532
    6264    -140.3890     133.0377
    6265    -147.4908     116.2393
    6266     -53.9391     141.2790
    6267     -49.8202     143.5727
    6268     -87.9183     113.6916
    6269     -66.3955     -43.1174
    6270     -52.3725     140.8653
    6271     -83.4703      66.2008
    6272    -116.9421     110.5553
    6273     -63.8375      -1.5969
    6274    -148.9557     155.6777
    6275     -36.6572     141.9059
    6276     -85.6648      77.4719
    6277     -50.2263     141.7418
    6278     -66.1579     154.5029
    6279     -88.3358      -3.9420
    6280     -63.1098     140.2791
    6281     -57.4277     141.2713
    6282     -44.5795     133.0396
    6283     -90.8604     120.3019
    6284    -109.3726     126.7011
    6285     -80.3105     130.7666
    6286     -58.5210     -33.5719
    6287     179.0039     168.7554
    6288     -96.8833      10.5743
    6289     -59.8618     124.3932
    6290     -87.5573      71.6683
    6291     -71.9222     135.8713
    6292     -82.4559      66.4575
    6293     -96.7889     147.8723
    6294     -65.3254     143.9423
    6295    -138.4154     -27.1123
    6296     -67.1816     158.3837
    6297    -126.6027      39.0795
    6298     -63.4483     -54.0695
    6299     -82.5871      -3.3506
    6300     -14.8673     103.6757
    6301     -59.6985     133.1043
    6302    -154.2075     163.6165
    6303    -142.8849    -179.6621
    6304     -89.1489      -8.6359
    6305     -61.4409     -43.2296
    6306    -129.8797    -149.2371
    6307     -67.6435     -55.4220
    6308     -61.2759     133.6870
    6309    -125.4831      31.9922
    6310     -59.4264     127.7569
    6311    -162.9207     152.5872
    6312     -54.4691     -48.6548
    6313     -82.0715      69.3825
    6314    -122.3230     102.5157
    6315    -124.1674      12.8616
    6316     -68.9104     -26.4155
    6317     -66.0387     -15.6865
    6318     -61.8040     158.6840
    6319     -57.1768     149.3382
    6320     -58.5414     153.9182
    6321     -60.7541     -23.9568
    6322     178.7243     121.2475
    6323     -51.8086     135.0115
    6324     -55.3096     -55.0834
    6325     -63.0929     -41.9262
    6326    -145.3316     111.9680
    6327     -65.5024     141.7015
    6328    -132.7577      25.8397
    6329     -50.9773     147.4980
    6330     -72.1347     -14.8871
    6331     -53.0821     153.1263
    6332     -89.4781     138.7618
    6333     -91.6362    -150.0894
    6334     -80.1337       1.8521
    6335    -165.6674      33.4754
    6336     -63.5663     146.2558
    6337    -158.8539     121.1992
    6338    -158.3160       3.3199
    6339     -61.0716     163.2089
    6340     -65.0549     140.9154
    6341     -67.8442     134.9527
    6342     -87.9770      53.2562
    6343     -79.4182      81.4935
    6344     -76.8949     116.7852
    6345    -147.0150     178.1887
    6346     -87.3705     121.5651
    6347     -87.7243     149.0429
    6348     -90.7380      -8.8244
    6349     -46.1889     128.4700
    6350     -70.0357     -41.0524
    6351     -74.6176      -7.7657
    6352    -155.5300     134.0389
    6353     -56.4075     138.9869
    6354     -68.0093     141.1330
    6355     -69.3406     153.4946
    6356    -163.0483     145.8720
    6357     -42.0510     140.9864
    6358    -162.8397     140.8488
    6359    -158.6871      14.8098
    6360    -157.4120       7.4995
    6361    -139.0591      20.9788
    6362     -77.8985     -23.6523
    6363     -75.3079     145.1715
    6364     -52.7954     133.8345
    6365     -65.9583     129.7350
    6366     171.3737     121.1334
    6367     -65.7197     -48.6452
    6368    -148.3371     149.3918
    6369     -80.9563     -32.9606
    6370    -151.9565     154.0270
    6371     -76.4634     -12.4834
    6372     -53.3038     -30.6981
    6373    -157.4576     165.4405
    6374     -74.6244     -16.1798
    6375     -80.5429     105.0878
    6376     -58.7792     158.9367
    6377     -79.9175       0.7924
    6378     -65.7759     -16.8168
    6379     -63.1115     -42.9004
    6380     -61.2844     133.1261
    6381     -84.7287     -21.2212
    6382    -103.6223     120.3355
    6383     -76.9586     127.4733
    6384     -62.2355     -15.6966
    6385     -57.5193     136.6186
    6386     -60.0701     144.1349
    6387     -75.7361     149.8646
    6388     -87.7492      66.9849
    6389     -65.4535     140.8275
    6390     -82.4604     133.0316
    6391     -90.1194      16.0864
    6392     -51.4791     152.0480
    6393     -72.6939     109.9770
    6394     -90.8953       2.5041
    6395    -128.3260      22.2449
    6396     -83.2434      64.5390
    6397     -50.9578     126.4268
    6398     -75.8740     131.4696
    6399     -47.8612     129.9626
    6400     -78.8253     135.6927
    6401     -79.8370     -18.4501
    6402     -56.8544     160.5868
    6403     -63.7465     152.3754
