#Frame          phi:2        psi:2
    1956      68.4779      42.4033
    1957     -82.3644     -44.6943
    1958     177.5426     113.6262
    1959     -56.1236     162.1584
    1960     -90.5329      74.2035
    1961     -63.8274     146.9214
    1962     -34.7081     144.3255
    1963     -73.8944     -45.6126
    1964    -162.5142     104.0245
    1965    -148.6112     113.6178
    1966    -142.6374     150.3719
    1967     174.2430     153.5673
    1968     -69.0033     148.4264
    1969     -84.8565      -3.6727
    1970    -141.7458     155.9800
    1971     -64.6746     147.7164
    1972     -61.5843     158.8931
    1973    -102.4978      14.9978
    1974     -57.3832     139.5202
    1975    -165.9768     107.5142
    1976     -58.3854     133.4125
    1977    -160.5550     108.1358
    1978    -170.1466     159.1204
    1979     -43.5026     124.1394
    1980     -52.7334     138.9932
    1981     -90.9192     141.0279
    1982     -78.0987      93.7716
    1983     -59.9051     135.7653
    1984     -66.2589     157.6227
    1985     -98.8719       1.8302
    1986     -60.6568     112.9528
    1987     -62.2044     141.1939
    1988    -130.9148     113.7971
    1989     -91.2131      -8.6320
    1990     -54.1564     -38.7948
    1991     -82.3033     126.4480
    1992    -162.5778     149.6090
    1993     -74.7553     112.7158
    1994     -95.9776     137.7607
    1995     -66.9826      -8.5629
    1996     -87.7436     -13.8380
    1997    -161.9771     138.7618
    1998     -92.0313     106.1695
    1999     -98.2631      99.9785
    2000     -57.2743     130.8484
    2001    -148.0930     128.3992
    2002    -167.1507     124.1927
    2003    -125.3891     152.1708
    2004     -72.0155     140.2352
    2005     -55.3498     142.9936
    2006     -65.0912     144.6076
    2007    -162.6092     174.4381
    2008     -70.1008     -61.1456
    2009    -124.0125      -3.4964
    2010    -159.5604     107.0460
    2011    -117.1300      85.2839
    2012     -71.5038     -46.3382
    2013    -175.3163     160.0081
    2014    -137.1360     113.9712
    2015     -72.9252     -34.9208
    2016    -143.9329     143.2396
    2017     -54.9236     -46.5973
    2018     -76.1407     -44.4838
    2019     -69.7190     136.7455
    2020     -99.3508     -50.8323
    2021     -65.7412     146.3089
    2022    -108.9115     157.8757
    2023     -45.9908     137.5767
    2024     -78.5283      44.2327
    2025     -59.6042     130.8682
    2026     -55.7911     138.1400
    2027     -85.6524      67.9894
    2028     -53.6026     -35.8139
    2029     -89.8496     -11.4458
    2030     -65.8601     -62.9715
    2031     -59.7884     144.2618
    2032     -42.5832     153.2537
    2033     -49.6395     127.7781
    2034    -158.3830     143.2024
    2035     -52.9168     129.3883
    2036     -49.6562     133.8240
    2037     -62.1915     121.9560
    2038     -78.1715     -23.9825
    2039    -174.7108     137.4628
    2040     -79.9535     127.5824
    2041     -58.1555     134.8088
    2042    -156.1541     122.6802
    2043     -74.9191     -22.0025
    2044     -97.3975      -5.3568
    2045     -92.8059      48.9201
    2046    -177.3577    -161.6083
    2047    -107.6222     100.5919
    2048     -70.7797     119.2797
    2049     -71.4600     134.8167
    2050     -86.2591     -13.3623
    2051    -143.0406      27.3413
    2052     -53.7821     -32.0739
    2053     -59.5693     160.3987
    2054     -87.1140      55.1465
    2055     -84.5953    -179.5227
    2056     -76.4991     151.2049
    2057    -172.9114     169.9819
    2058     -66.0839     152.4337
    2059    -163.7091     171.6471
    2060     -65.3568     -31.8260
    2061     -68.8977     153.5815
    2062     -49.0841     144.4537
    2063     -89.9791      -0.4721
    2064     -64.5978      -3.3405
    2065    -148.4151     175.4127
    2066     -73.9653     -23.9207
    2067     -66.7272     -34.5355
    2068    -105.6972     111.6309
    2069    -129.6106      52.0518
    2070     -51.4192     137.0061
    2071     -68.4418     -41.9864
    2072     -59.3294     137.2189
    2073      56.2188      46.4169
    2074     -65.8546     147.8963
    2075    -176.0842     162.2484
    2076     -50.0273     137.9088
    2077     -53.6859     -33.7655
    2078     -63.3596     158.0228
    2079     -64.0009     155.2387
    2080     -71.2503     145.3987
    2081    -162.4364     156.5134
    2082     -56.8522     130.6543
    2083    -155.8619      19.1967
    2084     -71.9808     155.3251
    2085     -44.3931     133.4824
    2086     -63.0851     132.0751
    2087     -40.5061     137.7031
    2088    -127.1651    -174.1531
    2089     -57.8483     -13.5768
    2090     -72.7626     146.3160
    2091     -63.8793     148.8593
    2092     -83.0129     129.9559
    2093     -57.7517     141.5799
    2094     -90.6557    -131.5009
    2095     -77.2533     162.1911
    2096     -55.0995     -36.2788
    2097     -85.7732     -20.6368
    2098     -60.6785     -54.8091
    2099     -63.9231     -16.0644
    2100     -70.8439     113.5144
    2101     -63.4206     148.7649
    2102    -161.1300     140.3922
    2103     -60.4794     151.2201
    2104     -48.3022     135.1639
    2105    -106.8585      42.2544
    2106    -160.7849     157.4988
    2107     -91.9303     -10.2147
    2108    -148.1248     163.2519
    2109     -53.8884     150.3895
    2110     -81.8337     133.5397
    2111     -56.5135     150.4809
    2112     -97.2432      63.8667
    2113     -79.2924      65.5700
    2114     -69.1655     139.6292
    2115     -66.5862     113.4886
    2116    -101.6687      84.9567
    2117     -39.0029     136.1897
    2118     -70.0383     142.5151
    2119     -56.5012     154.4618
    2120     -83.0415     -22.8150
    2121     -67.3470     -23.7593
    2122     -57.1467     -25.7709
    2123     -91.6009       9.9661
    2124     -74.8064      -7.3580
    2125     -80.0898      98.7765
    2126     -57.9243     -51.5628
    2127     -50.4571     136.1511
    2128     -50.2894     130.1162
    2129     -67.1365     143.8376
    2130     -47.3493     134.1191
    2131     -79.6559     154.8032
    2132    -136.0794     -41.2897
    2133    -119.7052     117.5420
    2134    -172.1125     139.8804
    2135    -163.9215     114.7842
    2136    -146.7492    -109.7669
    2137     -56.0252     133.2515
    2138    -107.2306      94.1116
    2139     -55.1744     130.9490
    2140    -141.3114     144.9931
    2141     -69.7143     158.3196
    2142     -78.9139     148.8691
    2143    -122.9743      60.2462
    2144     -72.4016      79.3212
    2145     -52.8032     138.1045
    2146     -97.5200     129.9643
    2147     -69.5130     -23.7189
    2148     -70.4007     -21.1517
    2149     -77.2256     -21.6541
    2150     -67.5234     125.1708
    2151     -71.8008     115.1137
    2152     -70.9916     133.3187
    2153     -77.8174     -29.7538
    2154    -102.1949      -8.7872
    2155     -69.9739     -26.7849
    2156     -85.7997      70.9026
    2157     -77.7035      83.3117
    2158     -66.6345     -33.1610
    2159     -78.0501      -5.1407
    2160     -83.3995     156.0785
    2161     -86.4152     102.6226
    2162     -41.6773     135.1027
    2163    -114.0181      11.7831
    2164     -82.3746     -32.6697
    2165    -117.7061     -22.5743
    2166     -63.0956     143.1009
    2167     -46.7231     137.8240
    2168     -91.4237      62.0221
    2169     -74.8628     133.4140
    2170     -75.7736     149.8061
    2171     -89.7547      56.2486
    2172     -67.2579     -10.5731
    2173     -66.9598     -36.4958
    2174     -71.6945     142.6915
    2175     -39.3920     138.1858
    2176     -56.9611     128.5766
    2177     -67.1016     -24.3562
    2178     -80.6430       9.5553
    2179    -146.0522     114.4208
    2180     -62.5312     152.0591
    2181     -57.0153     140.4225
    2182     -56.5794     157.5859
    2183     -81.5435     112.6626
    2184     -88.3014     174.2915
    2185     -55.2061     134.4002
    2186     -48.6325     -44.6324
    2187     -71.0369     -24.7753
    2188     -80.0049      -4.4496
    2189     -56.4562     138.2456
    2190     -64.3822     -47.6608
    2191     -60.8597     146.9251
    2192     -59.8677     118.1400
    2193     -66.3229     164.6428
    2194     -99.6949     -10.6205
    2195     -68.1282     -21.2647
    2196     -49.6482     148.1225
    2197     -85.3663     -21.6913
    2198     -65.3042     132.8064
    2199     -60.3082     147.4975
    2200     -53.3669     160.1670
    2201     -59.1380     149.2038
    2202     -65.9678     -24.2123
    2203     -95.7961     115.9895
    2204     -61.9257     135.8727
    2205     -62.3830     157.7823
    2206     -79.3514     136.4987
    2207     -90.3786     -12.4401
    2208     -97.4982      63.0374
    2209     -78.2668     134.5768
    2210     -68.8917     138.1541
    2211     -65.5015     144.3481
    2212     -63.6661     -21.8622
    2213    -124.7617     101.2952
    2214     -86.4451     148.1493
    2215    -123.2862       5.6394
    2216     -75.9508     -40.9544
    2217     -72.7509     154.8964
    2218     -70.4199     135.3514
    2219     -58.3578     147.5810
    2220     -69.6601     107.8088
    2221     -71.4652     141.5597
    2222     -68.6209     127.2628
    2223     -60.1345     -43.5698
    2224     -64.4981     -27.9988
    2225     -58.3647     -42.6316
    2226     -55.0127     123.7395
    2227     -61.5003     151.0812
    2228     -66.2483     136.4597
    2229      44.2005      64.5887
    2230      74.0502      15.7715
    2231      80.0504      25.3079
    2232      44.2904      56.2823
    2233      80.7193     -16.9146
    2234      53.8472      27.5199
    2235      55.1105      31.0510
    2236      55.2110      45.8545
    2237      61.6948      12.0098
    2238      77.4242    -172.7482
    2239     -62.3793     143.2651
    2240    -102.7075     -20.8693
    2241     -54.4320     -24.7280
    2242     -53.9416     143.5863
    2243     -63.2124      -4.9330
    2244     -64.3598     137.9751
    2245    -149.3061     150.3202
    2246     -96.7174     -30.8267
    2247     -62.3301     125.5490
    2248     -63.2911     165.8988
    2249     -68.7833     160.9040
    2250     -73.3894     143.7303
    2251    -114.9630     -19.2721
    2252     -63.3785     140.9031
    2253     -77.2797     162.3466
    2254     -82.9860       5.0987
    2255    -141.6391       2.9212
    2256    -149.7852     144.0514
    2257     -51.7326     156.7617
    2258     -57.0993     144.1788
    2259     -56.1431     134.2890
    2260     -48.4260     145.5314
    2261     -77.9203     173.9568
    2262    -105.0123     -29.4012
    2263     -53.8484     132.3551
    2264    -178.4815     108.7006
    2265     -97.0817       5.3783
    2266     -74.4264      92.8193
    2267     -46.6049     -33.8198
    2268     -53.6678     141.0848
    2269     -36.5117     139.3970
    2270    -133.3358     150.5228
    2271     -84.2359      72.8318
    2272     -79.8473     154.1683
    2273    -119.7261      19.4356
    2274     -61.8937     156.2989
    2275     -55.6583     145.4386
    2276     -70.2946     -20.2424
    2277     -58.8957     153.4961
    2278     -73.3524     -36.3801
    2279     -23.4149     149.8288
    2280    -108.5853       4.0542
    2281     -95.2260     130.1057
    2282     -83.4335     138.6378
    2283     -77.4847      -4.0778
    2284     -66.6793     156.1528
    2285     -60.5932     135.8287
    2286     -89.8223      83.0303
    2287     -58.3866     -11.4059
    2288     -69.6185     127.9056
    2289     -52.1719     144.2875
    2290     -64.3365     -40.5868
    2291     -56.1609     137.1527
    2292     -73.3324     139.7613
    2293    -126.9022      10.7259
    2294     -87.1432      80.4604
    2295     -73.3300     124.1881
    2296     -69.1639     -38.3824
    2297     -51.5123     -21.3518
    2298     -69.5706     -37.6095
    2299    -164.5844     110.7570
    2300     -42.4844     147.2329
    2301     -70.4074     139.0558
    2302     -99.3745     115.6315
    2303     -57.7745     134.4319
    2304     -42.8209     142.2523
    2305     -44.7985     127.0795
    2306     -80.7326       9.3269
    2307     -66.8692     118.1090
    2308     -60.4240     138.7781
    2309     -66.1009     141.6261
    2310     -68.9272     134.4628
    2311     -89.6219     -11.5741
    2312     -68.3396     146.8801
    2313     -91.4071      75.6318
    2314     -62.9991     163.1647
    2315    -148.9940     141.5725
    2316     -59.7747     -35.8181
    2317     -63.5751     -28.1817
    2318     -61.6559     112.2533
    2319    -132.2517      38.4901
    2320     -59.7750     -41.3301
    2321     -71.3628     160.1829
    2322     -73.9523     -22.0543
    2323     -55.4215     141.2237
    2324     -72.3041     131.2600
    2325     -66.2303     132.7208
    2326    -145.7250      97.6104
    2327     -57.0825     150.2022
    2328     -61.6620     -30.1702
    2329     -59.9567     151.1661
    2330     -85.8718      -0.8098
    2331     -73.5713     167.7789
    2332    -104.0061     145.1894
    2333     -65.9643      78.7852
    2334     -75.4400     156.3806
    2335     -81.6818     -18.8956
    2336     -85.1167      60.0956
    2337     -71.6256     129.7542
    2338     -52.9693     -43.6822
    2339     -64.1958     131.9275
    2340     -76.6279     -17.7488
    2341      92.1931      28.9420
    2342    -153.3661     144.9223
    2343     -75.4017     144.5081
    2344     -49.2394     141.1765
    2345     -30.8939     116.4186
    2346    -101.5472     -16.0666
    2347    -110.5626     -17.7507
    2348     -80.5160      85.3823
    2349     -44.0212     135.7776
    2350    -106.0765      53.6648
    2351     -60.2696     119.7695
    2352     -60.2937     162.6972
    2353     -69.6439     157.4994
    2354     -73.5400     133.6026
    2355     -75.0669     120.2646
    2356     -72.7199      93.1579
    2357     -96.0761      61.8061
    2358     -93.4332     112.9228
    2359     -85.4885      80.8027
    2360     -55.6404     141.9515
    2361    -151.1648      53.0874
    2362     -46.0124     141.6095
    2363     -54.8892     141.4051
    2364     -64.1832     -25.0638
    2365     -80.8489      92.8091
    2366     -62.4563     149.7225
    2367     -65.5325     -15.6381
    2368    -107.9096     142.5870
    2369     -87.7142      60.4506
    2370    -120.3742     -36.1183
    2371    -114.2796      -6.4536
    2372     -68.8538     -12.0963
    2373     -89.1639      51.8445
    2374     -52.3555     141.8281
    2375     -70.3446     127.8256
    2376     -57.5148     150.5965
    2377     -68.2608     152.0044
    2378     -53.9281     138.7310
    2379    -107.3614      17.5788
    2380     -54.4928     124.8070
    2381    -142.8491     151.4787
    2382     -67.3510     -25.8238
    2383     -52.2056     124.2578
    2384     -53.7239     146.5616
    2385     179.0986     154.8322
    2386     -88.4480     -12.5668
    2387     -46.0943     126.0389
    2388     -52.5044     143.7639
    2389     -95.4104    -167.2610
    2390     -87.2013      12.2752
    2391    -155.7951     168.2401
    2392     -49.1044     139.8363
    2393     -57.8011     129.0398
    2394     -52.5510     -42.6841
    2395    -112.3797     143.3358
    2396     -84.2401     153.6743
    2397     -77.9293     159.4427
    2398    -152.9795      24.7381
    2399     -98.9344      61.9719
    2400    -158.4151     134.9172
    2401     -64.8005     134.7150
    2402     -43.4079     133.2976
    2403     -51.1026     139.5984
    2404     -57.5149     140.9215
    2405     -63.3994     -24.2888
    2406    -120.1055     -18.2442
    2407     -69.0591     133.1847
    2408     -37.7536     -41.5847
    2409     -90.7578     140.8085
    2410    -141.6625     119.2830
    2411     -69.9517     -25.9161
    2412    -162.8633    -179.5113
    2413     -48.4363     148.7824
    2414     -81.6766     148.3281
    2415     -47.4343     128.7299
    2416     -50.8654     138.1657
    2417     -67.4001     -25.9504
    2418     -77.0936     111.2815
    2419     -87.5064       9.1222
    2420     -69.3207     119.8605
    2421     -79.0718     140.0023
    2422     -82.9037     -21.3602
    2423     -99.0239     125.4904
    2424     -93.1675     118.8740
    2425    -139.1106      66.6441
    2426     -63.7489     -16.0827
    2427    -136.6466     131.0044
    2428     178.6251     160.8132
    2429     -93.6599     -32.0172
    2430     -70.0540    -176.7861
    2431     -62.6135     157.8211
    2432     -75.0385     -14.4708
    2433    -128.1304     136.6700
    2434     -66.8586     -26.2397
    2435     -45.0586     147.8301
    2436    -170.6939     128.1306
    2437     -64.4953     134.7947
    2438     -71.1101     144.3168
    2439     -44.5674     119.0331
    2440     -77.7207     -17.6339
    2441     -81.4698       7.2505
    2442     -66.1041     -33.9568
    2443     -71.7530     -53.7522
    2444     -64.9494     142.7313
    2445     -51.7798     121.7604
    2446     -67.4526     151.8841
    2447     -62.8617     144.5948
    2448     -55.9534     -38.1874
    2449     -48.3022     149.4668
    2450     -86.0174      -2.8285
    2451     -55.0395     135.4910
    2452     -68.8525     -19.1713
    2453    -139.1950     149.6661
    2454    -125.1507       1.3602
    2455     -69.4142     135.7089
    2456    -160.4900     137.9796
    2457    -139.8289     149.4034
    2458     -60.9477     148.1363
    2459    -173.8923     170.7136
    2460     -80.1704     -28.3220
    2461     -58.1657     159.8944
    2462     -61.0338     112.9515
    2463     -91.7666     103.1860
    2464      67.3508      27.6382
    2465      46.3434      51.6817
    2466      80.8986     -27.8269
    2467      62.8234      22.9981
    2468      54.6762      39.1824
    2469      63.6951      27.4909
    2470      51.1485      46.6010
    2471      61.9607      53.4262
    2472      59.5592      37.3587
    2473      44.5079      46.0531
    2474      57.9889      46.9893
    2475     -81.6619      -9.9978
    2476     -56.1584     136.4734
    2477     -49.2958     132.2216
    2478     -56.7343     -31.3446
    2479    -143.4924      81.8790
    2480     -60.9237     122.3282
    2481     -67.9626     174.4703
    2482     -88.5186     -56.4264
    2483     -34.3396     128.8947
    2484     -78.8699     -24.9193
    2485    -154.9557     155.5599
    2486     -70.2142     -22.3265
    2487    -121.7758      26.4750
    2488     -83.3344     -22.5863
    2489     -57.1671     119.2202
    2490     174.2694     132.3527
    2491     -59.6708     148.9651
    2492     -79.4475     151.0238
    2493     -66.7614     -18.1923
    2494     -71.7708     139.2082
    2495     -73.2571     -10.7378
    2496     -64.2172     130.6386
    2497     -71.2033     138.1543
    2498     -68.1253     128.4288
    2499    -163.8867     133.4580
    2500    -100.6437     111.3629
    2501     -80.9791     -37.8236
    2502     -69.7207     132.2349
    2503    -101.7209     106.1123
    2504     -53.1964     141.3356
    2505     -95.0044     129.2936
    2506     -61.2525     -18.7352
    2507    -121.5667     127.0768
    2508     -85.0788     149.3673
    2509     -96.2993      65.3973
    2510     -65.2037     -11.0826
    2511     -93.5663      44.4142
    2512     -86.1498     -33.4579
    2513     -51.1918     141.8346
    2514     -78.7870      -7.0064
    2515    -165.3234     167.0913
    2516     -75.2028      -7.9558
    2517     -64.0799     141.4192
    2518    -125.7060     175.6998
    2519     -56.6773     160.1255
    2520    -126.2870     131.7728
    2521     -69.5690     -36.2833
    2522     -45.8252     126.9900
    2523    -151.4547       0.0368
    2524    -156.5586     137.2445
    2525     -83.3683      66.1932
    2526     -89.5841       5.2458
    2527    -146.5686      16.4040
    2528     -65.0360     141.8397
    2529    -164.6665     165.5506
    2530     -51.0708     131.4165
    2531     -60.3634     136.2726
    2532     -55.8077     139.2169
    2533     -83.2124     115.5012
    2534    -174.3599     159.3807
    2535     -52.4488     145.9682
    2536     -87.4279      13.8443
    2537     -65.9493     138.2430
    2538     -64.4124     156.5150
    2539    -109.6697     -20.4426
    2540     -72.3098     143.0021
    2541    -146.0890     176.4538
    2542     -56.7727     140.6351
    2543     -79.1596     119.5789
    2544     -69.8851     -70.5862
    2545     -60.6701     132.7171
    2546    -124.6193      17.4147
    2547    -159.5078     130.4782
    2548    -121.8326     120.4843
    2549    -162.2367     150.7208
    2550     -56.3392     119.2046
    2551     -77.2845      -5.6576
    2552     -75.4312     166.3033
    2553     -62.4750     -13.6840
    2554    -102.5752      -8.0512
    2555     -41.4956     139.3654
    2556    -159.4328    -175.5796
    2557     -55.0375     142.9187
    2558     -63.8247     -27.3015
    2559     -66.3879     134.3149
    2560     -61.5904     147.4915
    2561     -97.6996     115.8922
    2562     -91.2140     110.2060
    2563     -65.4848     -21.4291
    2564     -79.4204     141.8946
    2565     -76.7612     158.1401
    2566     -74.7738     -38.0640
    2567    -149.8864     168.7548
    2568     -89.6052      75.3505
    2569     -58.9495     -36.1861
    2570    -158.1328     111.2176
    2571    -111.5651       0.8343
    2572     -59.3889     -20.1445
    2573     -54.0450     133.2656
    2574     -55.8800     131.2586
    2575     -63.3828     -32.5733
    2576    -143.2767     106.4502
    2577     -81.1396     165.7014
    2578    -158.5190     165.0678
    2579     -69.5468     141.6104
    2580     -88.9889      63.2532
    2581     -71.1892     -40.8281
    2582    -170.4506      87.0312
    2583     -88.5661      15.8465
    2584     -64.1887     120.1402
    2585     -54.1746     137.6242
    2586     -52.2688     152.6613
    2587     -61.2131     -17.4711
    2588    -125.5286     116.8292
    2589     -76.0762      98.7931
    2590     -53.7664     146.6281
    2591     -27.6965     127.5977
    2592     -72.2990     110.4044
    2593     -67.9617     -44.0185
    2594    -122.8430      11.6705
    2595     -71.4432     -18.9616
    2596     -51.1374     141.3332
    2597     -92.8373      68.5823
    2598     -92.8650     -24.7479
    2599     -92.4166     -11.3146
    2600     -46.8416     140.8928
    2601    -107.7788       1.6042
    2602    -163.7110     131.9501
    2603     -61.0824     119.8767
    2604     -48.2187     142.6456
    2605     -90.5093      49.9834
    2606     -71.0770     -45.6175
    2607     -45.3700     138.0940
    2608     -69.2069     -26.4971
    2609     -62.8100     138.4533
    2610    -136.2256     114.2310
    2611     -57.0495     135.5628
    2612    -109.0533      80.3980
    2613     -69.0550     143.8707
    2614     -96.3346     -20.3309
    2615     -77.6722     111.3073
    2616     -47.6037     116.3857
    2617    -112.7143     157.8916
    2618     -61.3349     137.3075
    2619     -52.0819     151.4732
    2620     -56.8470     -30.6087
    2621     -63.2754     163.3787
    2622     -69.4983     -25.8958
    2623     -87.5125      52.0810
    2624     -97.5047      80.4294
    2625     -87.5764     -11.4014
    2626     -89.7994     169.3334
    2627     -84.3058     -33.9193
    2628    -149.2978     125.7921
    2629    -100.2373       9.8402
    2630    -123.9367      94.0657
    2631     -60.8274     138.3973
    2632    -121.2195      15.0076
    2633     -82.2636     -10.2867
    2634    -116.6316      13.7794
    2635     -75.1474      56.3870
    2636     -80.1572     111.6286
    2637    -144.2503    -178.4426
    2638     -86.6373      -5.0143
    2639     -72.6965     -37.4959
    2640     -65.4141     152.5013
    2641     -78.2951     153.4824
    2642     -89.8772      74.0709
    2643     -73.1707     -24.9743
    2644    -176.0853     133.7524
    2645     -69.0887     130.5540
    2646     -73.7085     -18.4235
    2647     -93.1139       8.6437
    2648     -55.2476     139.2212
    2649     -72.4084     -18.2023
    2650     -56.3458     -33.6206
    2651     -70.7031     -16.5862
    2652    -160.7421     153.7967
    2653     -52.1788     -44.1449
    2654     -62.5766     -21.4637
    2655    -117.0396       7.5644
    2656     -72.1031     148.4304
    2657     -70.7863     -35.3850
    2658     -72.8166     168.9241
    2659    -173.6702     150.6241
    2660     -74.4760     154.2311
    2661     -80.6711     138.0315
    2662     -45.6617     -48.2890
    2663     -72.1605     -19.6318
    2664    -163.8123     156.9387
    2665     -41.5840     -36.3149
    2666     -75.3959     128.2561
    2667     -61.2981     153.6453
    2668     -46.2947     142.5250
    2669     -59.9560     131.1771
    2670     -60.9569     137.3492
    2671     -65.3418     -13.6662
    2672     -92.1406      47.4454
    2673     -62.4362     136.4087
    2674     -64.8690     138.4658
    2675     -79.9315     -14.5496
    2676     -97.0478       0.3215
    2677     -80.9474     131.6437
    2678    -159.8722       0.9966
    2679     -66.7779     153.6895
    2680     -43.9526     137.1637
    2681     -78.9708     -11.9551
    2682     -59.2396     127.5523
    2683    -161.4737     159.8667
    2684     -74.4712      -9.4520
    2685    -136.2009     135.2789
    2686     -52.7261     -45.7146
    2687     -68.7679     149.1091
    2688     -65.7942     145.3829
    2689     -85.4627     -12.2072
    2690     -49.9313     139.3116
    2691     -64.4981     150.2810
    2692     -46.5766     125.3508
    2693    -153.7809     176.6584
    2694    -130.0021      14.1473
    2695     -86.7311      86.0036
    2696     -55.8123     -24.1012
    2697     172.3585     138.4893
    2698    -169.4177     139.6955
    2699     -55.0544     140.1599
    2700     -62.2623     -51.6224
    2701     -91.1322     127.3804
    2702     -68.4033     148.9190
    2703     -60.4919     -26.6737
    2704     -71.3537     -30.7929
    2705    -162.8995     146.3568
    2706     -78.2055     -14.6302
    2707     -82.4002      77.1322
    2708    -142.2197     119.1317
    2709    -101.9767     128.5221
    2710     -45.9794     135.9210
    2711    -119.6894      31.5166
    2712     -66.0205     -40.8182
    2713     -69.4672     -60.0013
    2714     -59.9833     -29.5134
    2715     -65.5569     -31.8724
    2716     -47.6555     151.0819
    2717     -82.0106     153.6688
    2718     -87.3662     111.3360
    2719     -98.1147      -0.8377
    2720     -71.7279       4.5809
    2721     -76.3447      65.3010
    2722     -59.4288     -22.9039
    2723    -167.6569     152.0551
    2724    -174.7927     142.2971
    2725     -46.8495     143.5875
    2726     -57.0517     157.5616
    2727    -115.5007     176.0312
    2728     -99.3561      64.3359
    2729     -46.2417     143.0089
    2730     -50.6152     134.9031
    2731     -53.8644     123.5081
    2732     -65.1346     -48.2253
    2733     -86.7472     137.8179
    2734     -52.4291     164.9620
    2735     -55.3969     143.1715
    2736     -66.1304     -30.6056
    2737    -135.8290       5.2356
    2738     -77.1366     -20.2755
    2739    -140.2381     102.6720
    2740     -71.6962     -25.0457
    2741     -77.7304     -40.1797
    2742    -154.3592     140.5967
    2743     -92.2977     -41.2631
    2744     -69.7380     163.8793
    2745    -160.1349     141.4778
    2746     -89.2406     121.2507
    2747    -153.5742     117.5045
    2748    -105.1562     125.4986
    2749     -55.0560     134.5878
    2750     -67.5615     131.6030
    2751     -60.9420     -22.3631
    2752    -112.1868     -28.5591
    2753     -74.5783     -21.3674
    2754     -53.7639     -46.6309
    2755     -72.0645     -31.3619
    2756    -110.0481      18.7303
    2757     -88.2813     122.3360
    2758     -88.3831     173.7537
    2759     177.4664     145.7466
    2760     -91.4630     -91.1740
    2761    -168.9021     164.9913
    2762     -71.1618     176.9332
    2763     -65.2796     145.6133
    2764     -87.4295     153.2877
    2765     -61.2301     135.2377
    2766    -145.5562     161.8772
    2767     -58.6029     145.8951
    2768    -155.3509      72.5321
    2769     -68.0373     151.2570
    2770     -52.3666     129.5055
    2771    -120.0088      33.1677
    2772     -53.0162     145.0720
    2773     -87.7857     146.5997
    2774     -88.8620      76.1443
    2775     -81.0650      -6.2000
    2776    -107.1600     103.2361
    2777     -43.4412     138.1548
    2778     -83.3089      54.6514
    2779     -88.9470      49.1916
    2780     -54.3566     -29.2267
    2781     -71.6839     112.9396
    2782     -65.3802     129.4797
    2783    -169.6614     133.1934
    2784     -75.9504     -20.8087
    2785    -153.0239     159.4159
    2786    -152.9624     150.7058
    2787     -49.4142     124.3249
    2788    -118.3238      40.1908
    2789     -70.9863     134.7731
    2790     -70.9955     134.0655
    2791     -51.7292     126.4228
    2792     -88.0760     -28.5821
    2793     -71.7218     130.5929
    2794     -85.2652      45.4758
    2795     -44.7025     169.7351
    2796     -74.1448     134.8655
    2797    -121.1268       8.3838
    2798     -58.7294     -45.2233
    2799     -74.2490     134.0727
    2800     -75.9981     179.8567
    2801     -57.8060     129.6127
    2802    -163.8090      95.2517
    2803     -80.5526     177.8086
    2804     -71.3086     -18.3884
    2805     -49.7586     151.0663
    2806    -138.7501     156.8254
    2807     -53.0122     141.0012
    2808    -128.2408      87.4612
    2809     -66.6212     137.4152
    2810     -76.5452     128.2381
    2811     -64.9455     -19.9548
    2812     -71.0467     -32.1005
    2813     -64.3274    -178.6205
    2814     -63.1666     149.9773
    2815     -53.4300     -39.7920
    2816     -57.0949     147.0551
    2817    -153.0962     112.5428
    2818     -52.5797     147.3804
    2819     -52.0623     141.1224
    2820     -74.2936     148.5926
    2821     -71.4715     166.7103
    2822     -49.7515     144.7961
    2823     -65.5574     -46.4082
    2824     -65.4458      -8.7780
    2825     -60.0120     170.1388
    2826     -49.7890     114.4597
    2827    -130.7301      26.2348
    2828    -130.6019     -25.0379
    2829    -175.5671     138.4354
    2830     -71.8648     -50.4641
    2831     -70.4067      75.7670
    2832     -71.4192     114.9952
    2833     -60.2681     146.2766
    2834     -73.0652     112.1650
    2835     -68.9717     147.7825
    2836     -67.3980     131.0728
    2837     176.7343     160.4371
    2838     -52.3212     150.4037
    2839    -149.8904     143.4612
    2840     -51.9124     -32.9783
    2841     -94.7007     136.4322
    2842     -62.1223     141.3382
    2843     -74.9314     121.7987
    2844     -85.4029     141.8308
    2845     -53.9939     141.1050
    2846    -118.2008      39.9647
    2847     -88.8185      -9.0313
    2848     -75.0009     -11.0794
    2849     -62.8177     -30.8964
    2850     -83.5488      -3.6266
    2851     -55.6524     140.4750
    2852     -85.8915       4.4052
    2853    -160.7367     110.7302
    2854     -63.8505     -28.6021
    2855     -67.6291     172.5980
    2856     -62.8763     163.6494
    2857     -51.9321     157.7314
    2858    -164.2327      17.5611
    2859    -150.5458     160.9541
    2860     -88.9690       7.7939
    2861     -73.6739      -8.1031
    2862    -113.9340      37.8034
    2863    -118.4143      99.7101
    2864     -85.1756     148.0293
    2865     -73.0677     -25.2101
    2866     -71.9334     143.1408
    2867    -139.5531     114.8629
    2868     -63.4593    -169.9787
    2869     -73.6572     -32.1717
    2870     -91.1613     -19.4343
    2871     -50.5855     145.8917
    2872    -161.9595     143.0088
    2873    -165.5425     152.5492
